year,category,motivation,fullName,gender,bornCountry,bornCity,organizationName,organizationCountry,organizationCity,born,age
2005,physics,for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique,Theodor W. Hansch,male,Germany,Heidelberg,Max Planck Institute of Quantum Optics,Germany,Garching,1941/10/30,64
2005,physics,for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique,John L. Hall,male,USA,Denver CO,University of Colorado JILA,USA,Boulder CO,1934/8/21,71
2005,physics,for his contribution to the quantum theory of optical coherence,Roy J. Glauber,male,USA,New York NY,Harvard University,USA,Cambridge MA,1925/1/9,80
2005,medicine,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,Barry J. Marshall,male,Australia,Kalgoorlie,NHMRC Helicobacter pylori Research Laboratory QEII Medical Centre,Australia,Nedlands,1951/9/30,54
2004,economics,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,Edward C. Prescott,male,USA,Glens Falls NY,Arizona State University,USA,Tempe AZ,1940/12/26,64
2004,economics,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,Finn E. Kydland,male,Norway,Gjesdal,Carnegie Mellon University,USA,Pittsburgh PA,1943/1/12,61
2004,chemistry,for the discovery of ubiquitin-mediated protein degradation,Irwin Rose,male,USA,Brooklyn NY,University of California,USA,Irvine CA,1926/7/16,78
2004,chemistry,for the discovery of ubiquitin-mediated protein degradation,Avram Hershko,male,Hungary,Karcag,Technion - Israel Institute of Technology,Israel,Haifa,1937/12/31,67
2004,chemistry,for the discovery of ubiquitin-mediated protein degradation,Aaron Ciechanover,male,Israel,Haifa,Technion - Israel Institute of Technology,Israel,Haifa,1947/1/10,57
2004,physics,for the discovery of asymptotic freedom in the theory of the strong interaction,Frank Wilczek,male,USA,New York NY,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1951/5/15,53
2004,physics,for the discovery of asymptotic freedom in the theory of the strong interaction,H. David Politzer,male,USA,New York NY,California Institute of Technology (Caltech),USA,Pasadena CA,1949/8/31,55
2004,physics,for the discovery of asymptotic freedom in the theory of the strong interaction,David J. Gross,male,USA,Washington D.C.,University of California Kavli Institute for Theoretical Physics,USA,Santa Barbara CA,1941/2/19,63
2004,medicine,for their discoveries of odorant receptors and the organization of the olfactory system,Linda B. Buck,female,USA,Seattle WA,Fred Hutchinson Cancer Research Center,USA,Seattle WA,1947/1/29,57
2004,medicine,for their discoveries of odorant receptors and the organization of the olfactory system,Richard Axel,male,USA,New York NY,Columbia University,USA,New York NY,1946/2/7,58
2003,economics,for methods of analyzing economic time series with common trends (cointegration),Clive W.J. Granger,male,United Kingdom,Swansea,University of California,USA,San Diego CA,1934/4/9,69
2003,economics,for methods of analyzing economic time series with time-varying volatility (ARCH),Robert F. Engle III,male,USA,Syracuse NY,New York University,USA,New York NY,1942/10/11,61
2003,chemistry,for structural and mechanistic studies of ion channels,Roderick MacKinnon,male,USA,Burlington MA,Rockefeller University,USA,New York NY,1956/2/19,47
2003,chemistry,for the discovery of water channels,Peter Agre,male,USA,Northfield MN,Johns Hopkins University School of Medicine,USA,Baltimore MD,1949/1/30,54
2003,physics,for pioneering contributions to the theory of superconductors and superfluids,Anthony J. Leggett,male,United Kingdom,London,University of Illinois,USA,Urbana IL,1938/3/26,65
2003,physics,for pioneering contributions to the theory of superconductors and superfluids,Vitaly L. Ginzburg,male,Russia,Moscow,P.N. Lebedev Physical Institute,Russia,Moscow,1916/4/10,87
2003,physics,for pioneering contributions to the theory of superconductors and superfluids,Alexei Abrikosov,male,Russia,Moscow,Argonne National Laboratory,USA,Argonne IL,1928/6/25,75
2003,medicine,for their discoveries concerning magnetic resonance imaging,Sir Peter Mansfield,male,United Kingdom,London,University of Nottingham School of Physics and Astronomy,United Kingdom,Nottingham,1933/9/10,70
2003,medicine,for their discoveries concerning magnetic resonance imaging,Paul C. Lauterbur,male,USA,Sidney OH,University of Illinois,USA,Urbana IL,1929/6/5,74
2002,chemistry,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,Kurt Wuthrich,male,Switzerland,Aarberg,Swiss Federal Institute of Technology,Switzerland,Zurich,1938/4/10,64
2002,economics,for having established laboratory experiments as a tool in empirical economic analysis especially in the study of alternative market mechanisms,Vernon L. Smith,male,USA,Wichita KS,George Mason University,USA,Fairfax VA,1927/1/1,75
2002,economics,for having integrated insights from psychological research into economic science especially concerning human judgment and decision-making under uncertainty,Daniel Kahneman,male,Israel,Tel Aviv,Princeton University,USA,Princeton NJ,1934/5/3,68
2002,chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,Koichi Tanaka,male,Japan,Toyama City,Shimadzu Corp.,Japan,Kyoto,1959/3/8,43
2002,chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,John B. Fenn,male,USA,New York NY,Virginia Commonwealth University,USA,Richmond VA,1917/6/15,85
2002,physics,for pioneering contributions to astrophysics which have led to the discovery of cosmic X-ray sources,Riccardo Giacconi,male,Italy,Genoa,Associated Universities Inc.,USA,Washington D.C.,1931/6/10,71
2002,physics,for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos,Masatoshi Koshiba,male,Japan,Toyohashi,University of Tokyo,Japan,Tokyo,1926/9/19,76
2002,physics,for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos,Raymond Davis Jr.,male,USA,Washington D.C.,University of Pennsylvania,USA,Philadelphia PA,1914/10/14,88
2002,medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',John E. Sulston,male,United Kingdom,Cambridge,The Wellcome Trust Sanger Institute,United Kingdom,Cambridge,1942/3/27,60
2002,medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',H. Robert Horvitz,male,USA,Chicago IL,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1947/8/5,55
2002,medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',Sydney Brenner,male,South Africa,Germiston,The Molecular Sciences Institute,USA,Berkeley CA,1927/1/13,75
2001,economics,for their analyses of markets with asymmetric information,Joseph E. Stiglitz,male,USA,Gary IN,Columbia University,USA,New York NY,1943/9/2,58
2001,economics,for their analyses of markets with asymmetric information,A. Michael Spence,male,USA,Montclair NJ,Stanford University,USA,Stanford CA,1943/1/1,58
2001,economics,for their analyses of markets with asymmetric information,George A. Akerlof,male,USA,New Haven CT,University of California,USA,Berkeley CA,1940/6/17,61
2001,chemistry,for his work on chirally catalysed oxidation reactions,Barry Sharpless,male,USA,Philadelphia PA,The Scripps Research Institute,USA,La Jolla CA,1941/4/28,60
2001,chemistry,for their work on chirally catalysed hydrogenation reactions,Ryoji Noyori,male,Japan,Kobe,Nagoya University,Japan,Nagoya,1938/3/9,63
2001,physics,for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates,Carl Wieman,male,USA,Corvallis OR,University of Colorado JILA,USA,Boulder CO,1951/3/26,50
2001,physics,for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates,Wolfgang Ketterle,male,Germany,Heidelberg,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1957/10/21,44
2001,physics,for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates,Eric Cornell,male,USA,Palo Alto CA,University of Colorado JILA,USA,Boulder CO,1961/12/19,40
2001,medicine,for their discoveries of key regulators of the cell cycle,Sir Paul Nurse,male,United Kingdom,Norwich,Imperial Cancer Research Fund,United Kingdom,London,1949/1/25,52
2001,medicine,for their discoveries of key regulators of the cell cycle,Tim Hunt,male,United Kingdom,Neston,Imperial Cancer Research Fund,United Kingdom,London,1943/2/19,58
2001,medicine,for their discoveries of key regulators of the cell cycle,Leland Hartwell,male,USA,Los Angeles CA,Fred Hutchinson Cancer Research Center,USA,Seattle WA,1939/10/30,62
2000,medicine,for their discoveries concerning signal transduction in the nervous system,Arvid Carlsson,male,Sweden,Uppsala,Goteborg University,Sweden,Gothenburg,1923/1/25,77
2000,economics,for his development of theory and methods for analyzing discrete choice,Daniel L. McFadden,male,USA,Raleigh NC,University of California,USA,Berkeley CA,1937/7/29,63
2000,economics,for his development of theory and methods for analyzing selective samples,James J. Heckman,male,USA,Chicago IL,University of Chicago,USA,Chicago IL,1944/4/19,56
2000,chemistry,for the discovery and development of conductive polymers,Hideki Shirakawa,male,Japan,Tokyo,University of Tsukuba,Japan,Tsukuba,1936/8/20,64
2000,chemistry,for the discovery and development of conductive polymers,Alan MacDiarmid,male,New Zealand,Masterton,University of Pennsylvania,USA,Philadelphia PA,1927/4/14,73
2000,chemistry,for the discovery and development of conductive polymers,Alan Heeger,male,USA,Sioux City IA,University of California,USA,Santa Barbara CA,1936/1/22,64
2000,physics,for his part in the invention of the integrated circuit,Jack Kilby,male,USA,Jefferson City MO,Texas Instruments,USA,Dallas TX,1923/8/11,77
2000,physics,for developing semiconductor heterostructures used in high-speed- and opto-electronics,Herbert Kroemer,male,Germany,Weimar,University of California,USA,Santa Barbara CA,1928/8/25,72
2000,physics,for developing semiconductor heterostructures used in high-speed- and opto-electronics,Zhores Alferov,male,Belarus,Vitebsk Belorussia,A.F. Ioffe Physico-Technical Institute,Russia,St. Petersburg,1930/3/15,70
2000,medicine,for their discoveries concerning signal transduction in the nervous system,Eric Kandel,male,Austria,Vienna,Columbia University,USA,New York NY,1929/7/11,71
2000,medicine,for their discoveries concerning signal transduction in the nervous system,Paul Greengard,male,USA,New York NY,Rockefeller University,USA,New York NY,1925/11/12,75
1999,physics,for elucidating the quantum structure of electroweak interactions in physics,Gerardus 't Hooft,male,the Netherlands,Den Helder,Utrecht University,the Netherlands,Utrecht,1946/5/7,53
1999,economics,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,Robert Mundell,male,Canada,Kingston ON,Columbia University,USA,New York NY,1932/10/24,67
1999,medicine,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell,Gnter Blobel,male,Poland,Niegoslawice,Rockefeller University,USA,New York NY,1936/5/21,63
1999,chemistry,for his studies of the transition states of chemical reactions using femtosecond spectroscopy,Ahmed Zewail,male,Egypt,Damanhur,California Institute of Technology (Caltech),USA,Pasadena CA,1946/2/26,53
1998,economics,for his contributions to welfare economics,Amartya Sen,male,India,Santiniketan,Trinity College,United Kingdom,Cambridge,1933/3/11,65
1998,medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,Ferid Murad,male,USA,Whiting IN,University of Texas Medical School at Houston,USA,Houston TX,1936/9/14,62
1998,medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,Louis J. Ignarro,male,USA,Brooklyn NY,University of California School of Medicine,USA,Los Angeles CA,1941/5/31,57
1998,medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,Robert F. Furchgott,male,USA,Charleston SC,SUNY Health Science Center,USA,Brooklyn NY,1916/4/6,82
1998,chemistry,for his development of computational methods in quantum chemistry,John Pople,male,United Kingdom,Burnham on Sea,Northwestern University,USA,Evanston IL,1925/10/31,73
1998,chemistry,for his development of the density-functional theory,Walter Kohn,male,Austria,Vienna,University of California,USA,Santa Barbara CA,1923/9/3,75
1998,physics,for their discovery of a new form of quantum fluid with fractionally charged excitations,Daniel C. Tsui,male,China,Henan,Princeton University,USA,Princeton NJ,1939/2/28,59
1998,physics,for their discovery of a new form of quantum fluid with fractionally charged excitations,Horst L. Stormer,male,Germany,Frankfurt-on-the-Main,Columbia University,USA,New York NY,1949/6/4,49
1998,physics,for their discovery of a new form of quantum fluid with fractionally charged excitations,Robert B. Laughlin,male,USA,Visalia CA,Stanford University,USA,Stanford CA,1950/1/11,48
1997,physics,for development of methods to cool and trap atoms with laser light,Claude Cohen-Tannoudji,male,Algeria,Constantine,College de France,France,Paris,1933/1/4,64
1997,economics,for a new method to determine the value of derivatives,Myron Scholes,male,Canada,Timmins ON,Long Term Capital Management,USA,Greenwich CT,1941/1/7,56
1997,economics,for a new method to determine the value of derivatives,Robert C. Merton,male,USA,New York NY,Harvard University,USA,Cambridge MA,1944/7/31,53
1997,medicine,for his discovery of Prions - a new biological principle of infection,Stanley B. Prusiner,male,USA,Des Moines IA,University of California School of Medicine,USA,San Francisco CA,1942/5/28,55
1997,chemistry,for the first discovery of an ion-transporting enzyme Na+ K+ -ATPase,Jens C. Skou,male,Denmark,Lemvig,Aarhus University,Denmark,Aarhus,1918/8/10,79
1997,chemistry,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),John E. Walker,male,United Kingdom,Halifax,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1941/7/1,56
1997,chemistry,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),Paul D. Boyer,male,USA,Provo UT,University of California,USA,Los Angeles CA,1918/7/31,79
1997,physics,for development of methods to cool and trap atoms with laser light,William D. Phillips,male,USA,Wilkes-Barre PA,National Institute of Standards and Technology,USA,Gaithersburg MD,1948/5/11,49
1997,physics,for development of methods to cool and trap atoms with laser light,Steven Chu,male,USA,St. Louis MO,Stanford University,USA,Stanford CA,1948/2/28,49
1996,economics,for their fundamental contributions to the economic theory of incentives under asymmetric information,William Vickrey,male,Canada,Victoria BC,Columbia University,USA,New York NY,1914/6/21,82
1996,economics,for their fundamental contributions to the economic theory of incentives under asymmetric information,James A. Mirrlees,male,Scotland,Minnigaff,University of Cambridge,United Kingdom,Cambridge,1936/5/7,60
1996,medicine,for their discoveries concerning the specificity of the cell mediated immune defence,Rolf M. Zinkernagel,male,Switzerland,Basel,University of Zurich Institute of Experimental Immunology,Switzerland,Zurich,1944/6/1,52
1996,medicine,for their discoveries concerning the specificity of the cell mediated immune defence,Peter C. Doherty,male,Australia,Brisbane,St. Jude Children's Research Hospital,USA,Memphis TN,1940/10/15,56
1996,chemistry,for their discovery of fullerenes,Richard E. Smalley,male,USA,Akron OH,Rice University,USA,Houston TX,1943/6/6,53
1996,chemistry,for their discovery of fullerenes,Sir Harold Kroto,male,United Kingdom,Wisbech Cambridgeshire,University of Sussex,United Kingdom,Brighton,1939/7/10,57
1996,chemistry,for their discovery of fullerenes,Robert F. Curl Jr.,male,USA,Alice TX,Rice University,USA,Houston TX,1933/8/23,63
1996,physics,for their discovery of superfluidity in helium-3,Robert C. Richardson,male,USA,Washington D.C.,Cornell University,USA,Ithaca NY,1937/6/26,59
1996,physics,for their discovery of superfluidity in helium-3,Douglas D. Osheroff,male,USA,Aberdeen WA,Stanford University,USA,Stanford CA,1945/1/8,51
1996,physics,for their discovery of superfluidity in helium-3,David M. Lee,male,USA,Rye NY,Cornell University,USA,Ithaca NY,1931/1/20,65
1995,medicine,for their discoveries concerning the genetic control of early embryonic development,Christiane Nusslein-Volhard,female,Germany,Magdeburg,Max Planck Institute for Developmental Biology,Germany,Tubingen,1942/10/20,53
1995,chemistry,for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone,Paul J. Crutzen,male,the Netherlands,Amsterdam,Max Planck Institute for Chemistry,Germany,Mainz,1933/3/12,62
1995,economics,for having developed and applied the hypothesis of rational expectations and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy,Robert E. Lucas Jr.,male,USA,Yakima WA,University of Chicago,USA,Chicago IL,1937/9/15,58
1995,medicine,for their discoveries concerning the genetic control of early embryonic development,Eric F. Wieschaus,male,USA,South Bend IN,Princeton University,USA,Princeton NJ,1947/8/6,48
1995,medicine,for their discoveries concerning the genetic control of early embryonic development,Edward B. Lewis,male,USA,Wilkes-Barre PA,California Institute of Technology (Caltech),USA,Pasadena CA,1918/5/20,77
1995,chemistry,for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone,F. Sherwood Rowland,male,USA,Delaware OH,University of California,USA,Irvine CA,1927/6/28,68
1995,chemistry,for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone,Mario J. Molina,male,Mexico,Mexico City,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1943/3/19,52
1995,physics,for the detection of the neutrino,Frederick Reines,male,USA,Paterson NJ,University of California,USA,Irvine CA,1918/3/16,77
1995,physics,for the discovery of the tau lepton,Martin L. Perl,male,USA,New York NY,Stanford University,USA,Stanford CA,1927/6/24,68
1994,economics,for their pioneering analysis of equilibria in the theory of non-cooperative games,Reinhard Selten,male,Poland,Wroclaw,Rheinische Friedrich-Wilhelms-Universitat,Germany,Bonn,1930/5/10,64
1994,economics,for their pioneering analysis of equilibria in the theory of non-cooperative games,John F. Nash Jr.,male,USA,Bluefield WV,Princeton University,USA,Princeton NJ,1928/6/13,66
1994,economics,for their pioneering analysis of equilibria in the theory of non-cooperative games,John C. Harsanyi,male,Hungary,Budapest,University of California,USA,Berkeley CA,1920/5/29,74
1994,medicine,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,Martin Rodbell,male,USA,Baltimore MD,National Institute of Environmental Health Sciences,USA,Research Triangle Park NC,1925/1/12,69
1994,medicine,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,Alfred G. Gilman,male,USA,New Haven CT,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX,1941/1/7,53
1994,chemistry,for his contribution to carbocation chemistry,George A. Olah,male,Hungary,Budapest,University of Southern California,USA,Los Angeles CA,1927/5/22,67
1994,physics,for the development of the neutron diffraction technique,Clifford G. Shull,male,USA,Pittsburgh PA,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1915/9/23,79
1994,physics,for the development of neutron spectroscopy,Bertram N. Brockhouse,male,Canada,Lethbridge Alberta,McMaster University,Canada,Hamilton Ontario,1918/7/15,76
1993,economics,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,Douglass C. North,male,USA,Cambridge MA,Washington University,USA,St. Louis MO,1920/5/11,73
1993,economics,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,Robert W. Fogel,male,USA,New York NY,University of Chicago,USA,Chicago IL,1927/1/7,66
1993,medicine,for their discoveries of split genes,Phillip A. Sharp,male,USA,Falmouth KY,Massachusetts Institute of Technology (MIT) Center for Cancer Research,USA,Cambridge MA,1944/6/6,49
1993,medicine,for their discoveries of split genes,Richard J. Roberts,male,United Kingdom,Derby,New England Biolabs,USA,Beverly MA,1943/6/9,50
1993,chemistry,for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies,Michael Smith,male,United Kingdom,Blackpool,University of British Columbia,Canada,Vancouver,1932/4/26,61
1993,physics,for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation,Joseph H. Taylor Jr.,male,USA,Philadelphia PA,Princeton University,USA,Princeton NJ,1941/3/29,52
1993,physics,for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation,Russell A. Hulse,male,USA,New York NY,Princeton University,USA,Princeton NJ,1950/11/28,43
1992,physics,for his invention and development of particle detectors in particular the multiwire proportional chamber,Georges Charpak,male,Poland,Dabrovica,Ecole Superieure de Physique et Chimie,France,Paris,1924/1/8,68
1992,economics,for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction including nonmarket behaviour,Gary Becker,male,USA,Pottsville PA,University of Chicago,USA,Chicago IL,1930/2/12,62
1992,medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,Edwin G. Krebs,male,USA,Lansing IA,University of Washington,USA,Seattle WA,1918/6/6,74
1992,medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,Edmond H. Fischer,male,China,Shanghai,University of Washington,USA,Seattle WA,1920/6/4,72
1992,chemistry,for his contributions to the theory of electron transfer reactions in chemical systems,Rudolph A. Marcus,male,Canada,Montreal,California Institute of Technology (Caltech),USA,Pasadena CA,1923/7/21,69
1991,medicine,for their discoveries concerning the function of single ion channels in cells,Erwin Neher,male,Germany,Landsberg,Max Planck Institute for Biophysical Chemistry,Germany,Gottingen,1944/3/20,47
1991,medicine,for their discoveries concerning the function of single ion channels in cells,Bert Sakmann,male,Germany,Stuttgart,Max Planck Institute for Medical Research,Germany,Heidelberg,1942/12/6,49
1991,chemistry,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,Richard R. Ernst,male,Switzerland,Winterthur,Swiss Federal Institute of Technology (ETH Zurich),Switzerland,Zurich,1933/8/14,58
1991,physics,for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers,Pierre-Gilles de Gennes,male,France,Paris,College de France,France,Paris,1932/10/24,59
1991,economics,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,Ronald H. Coase,male,United Kingdom,Willesden,University of Chicago,USA,Chicago IL,1910/12/29,81
1990,economics,for their pioneering work in the theory of financial economics,William F. Sharpe,male,USA,Boston MA,Stanford University,USA,Stanford CA,1934/6/16,56
1990,economics,for their pioneering work in the theory of financial economics,Merton H. Miller,male,USA,Boston MA,University of Chicago,USA,Chicago IL,1923/5/16,67
1990,economics,for their pioneering work in the theory of financial economics,Harry M. Markowitz,male,USA,Chicago IL,City University of New York,USA,New York NY,1927/8/24,63
1990,medicine,for their discoveries concerning organ and cell transplantation in the treatment of human disease,E. Donnall Thomas,male,USA,Mart TX,Fred Hutchinson Cancer Research Center,USA,Seattle WA,1920/3/15,70
1990,medicine,for their discoveries concerning organ and cell transplantation in the treatment of human disease,Joseph E. Murray,male,USA,Milford MA,Brigham and Women's Hospital,USA,Boston MA,1919/1/4,71
1990,chemistry,for his development of the theory and methodology of organic synthesis,Elias James Corey,male,USA,Methuen MA,Harvard University,USA,Cambridge MA,1928/12/7,62
1990,physics,for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics,Richard E. Taylor,male,Canada,Medicine Hat Alberta,Stanford University,USA,Stanford CA,1929/2/11,61
1990,physics,for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics,Henry W. Kendall,male,USA,Boston MA,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1926/9/12,64
1990,physics,for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics,Jerome I. Friedman,male,USA,Chicago IL,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1930/3/28,60
1989,physics,for the development of the ion trap technique,Hans G. Dehmelt,male,Germany,Gorlitz,University of Washington,USA,Seattle WA,1922/9/9,67
1989,economics,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,Trygve Haavelmo,male,Norway,Skedsmo,University of Oslo,Norway,Oslo,1911/12/13,78
1989,medicine,for their discovery of the cellular origin of retroviral oncogenes,Harold E. Varmus,male,USA,Oceanside NY,University of California School of Medicine,USA,San Francisco CA,1939/12/18,50
1989,medicine,for their discovery of the cellular origin of retroviral oncogenes,J. Michael Bishop,male,USA,York PA,University of California School of Medicine,USA,San Francisco CA,1936/2/22,53
1989,chemistry,for their discovery of catalytic properties of RNA,Thomas R. Cech,male,USA,Chicago IL,University of Colorado,USA,Boulder CO,1947/8/12,42
1989,chemistry,for their discovery of catalytic properties of RNA,Sidney Altman,male,Canada,Montreal,Yale University,USA,New Haven CT,1939/7/5,50
1989,physics,for the development of the ion trap technique,Wolfgang Paul,male,Germany,Lorenzkirch,University of Bonn,Germany,Bonn,1913/10/8,76
1989,physics,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks,Norman F. Ramsey,male,USA,Washington D.C.,Harvard University,USA,Cambridge MA,1915/8/27,74
1988,chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Hartmut Michel,male,Germany,Ludwigsburg,Max Planck Institute for Biophysics,Germany,Frankfurt-on-the-Main,1948/7/18,40
1988,chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Robert Huber,male,Germany,Munich,Max Planck Institute for Biochemistry,Germany,Martinsried,1937/2/20,51
1988,economics,for his pioneering contributions to the theory of markets and efficient utilization of resources,Maurice Allais,male,France,Paris,Ecole Nationale Superieure des Mines de Paris,France,Paris,1911/5/31,77
1988,medicine,for their discoveries of important principles for drug treatment,George H. Hitchings,male,USA,Hoquiam WA,Wellcome Research Laboratories,USA,Research Triangle Park NC,1905/4/18,83
1988,medicine,for their discoveries of important principles for drug treatment,Gertrude B. Elion,female,USA,New York NY,Wellcome Research Laboratories,USA,Research Triangle Park NC,1918/1/23,70
1988,medicine,for their discoveries of important principles for drug treatment,Sir James W. Black,male,Scotland,Uddingston,London University King's College Hospital Medical School,United Kingdom,London,1924/6/14,64
1988,chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Johann Deisenhofer,male,Germany,Zusamaltheim,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX,1943/9/30,45
1988,physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,Jack Steinberger,male,Germany,Bad Kissingen,CERN,Switzerland,Geneva,1921/5/25,67
1988,physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,Melvin Schwartz,male,USA,New York NY,Digital Pathways Inc.,USA,Mountain View CA,1932/2/11,56
1988,physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,Leon M. Lederman,male,USA,New York NY,Fermi National Accelerator Laboratory,USA,Batavia IL,1922/7/15,66
1987,chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,Jean-Marie Lehn,male,France,Rosheim,Universite Louis Pasteur,France,Strasbourg,1939/9/30,48
1987,economics,for his contributions to the theory of economic growth,Robert M. Solow,male,USA,Brooklyn NY,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1924/8/23,63
1987,medicine,for his discovery of the genetic principle for generation of antibody diversity,Susumu Tonegawa,male,Japan,Nagoya,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1939/5/9,48
1987,chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,Charles J. Pedersen,male,South Korea,Pusan,Du Pont,USA,Wilmington DE,1904/3/10,83
1987,chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,Donald J. Cram,male,USA,Chester VT,University of California,USA,Los Angeles CA,1919/4/22,68
1987,physics,for their important break-through in the discovery of superconductivity in ceramic materials,K. Alex Muller,male,Switzerland,Basel,IBM Zurich Research Laboratory,Switzerland,Ruschlikon,1927/4/20,60
1987,physics,for their important break-through in the discovery of superconductivity in ceramic materials,J. Georg Bednorz,male,Germany,Neuenkirchen,IBM Zurich Research Laboratory,Switzerland,Ruschlikon,1950/5/16,37
1986,chemistry,for their contributions concerning the dynamics of chemical elementary processes,Dudley R. Herschbach,male,USA,"San Jose, CA",Harvard University,USA,Cambridge MA,1932/6/18,54
1986,economics,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,James M. Buchanan Jr.,male,USA,Murfreesboro TN,Center for Study of Public Choice,USA,Fairfax VA,1919/3/10,67
1986,medicine,for their discoveries of growth factors,Rita Levi-Montalcini,female,Italy,Turin,Institute of Cell Biology of the C.N.R.,Italy,Rome,1909/4/22,77
1986,medicine,for their discoveries of growth factors,Stanley Cohen,male,USA,Brooklyn NY,Vanderbilt University School of Medicine,USA,Nashville TN,1922/11/17,64
1986,chemistry,for their contributions concerning the dynamics of chemical elementary processes,John C. Polanyi,male,Germany,Berlin,University of Toronto,Canada,Toronto,1929/1/23,57
1986,chemistry,for their contributions concerning the dynamics of chemical elementary processes,Yuan T. Lee,male,Taiwan,Hsinchu,University of California,USA,Berkeley CA,1936/11/19,50
1986,physics,for their design of the scanning tunneling microscope,Heinrich Rohrer,male,Switzerland,Buchs,IBM Zurich Research Laboratory,Switzerland,Ruschlikon,1933/6/6,53
